Date,Score,Quality,Sleep_duration,Bedtime,Type,Activity_distance,Activity_calories,Duration,Activity_average_heart_rate,Activity_maximum_heart_rate,Aerobic_TE,Average_running_cadence,Maximum_running_cadence,Average_pace,Best_pace,Maximum_temperature,Activity_average_respiratory_frequency,Activity_minimum_respiratory_frequency,Activity_maximum_respiratory_frequency,Travel_time,Elapsed_time,Minimum_altitude,Maximum_altitude,Highest_HR,Active_calories,Resting_calories,Total_calories,Awake_time,N_activities,Total_duration,Total_distance,Total_aerobic_TE
2024-01-15,18.0,0.0,2.3166666666666664,3.35,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,133.0,1139,2187,3326,19.21666666666667,0.0,0.0,0.0,0.0
2024-01-14,83.0,2.0,8.3,23.416666666666668,0,4.47,391,25.5,169.0,201.0,3.4,157.0,248.0,5.7,2.6666666666666665,26.0,34.0,20.0,40.0,24.8,25.5,25.0,48,186.0,831,2187,3018,17.283333333333335,1.0,25.5,4.47,3.4
2024-01-13,86.0,2.0,9.3,23.3,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,112.0,443,2187,2630,15.533333333333337,0.0,0.0,0.0,0.0
2024-01-12,37.0,0.0,6.366666666666666,1.1833333333333331,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,126.0,809,2187,2996,16.583333333333336,0.0,0.0,0.0,0.0
2024-01-11,46.0,0.0,7.683333333333334,23.65,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,122.0,574,2187,2761,15.2,0.0,0.0,0.0,0.0
2024-01-10,83.0,2.0,8.633333333333333,23.433333333333334,0,4.32,398,26.966666666666665,157.0,184.0,3.3,155.0,237.0,6.233333333333333,3.5666666666666664,27.0,0.0,0.0,0.0,21.23333333333333,26.966666666666665,29.0,38,179.0,1207,2180,3387,15.416666666666666,1.0,26.966666666666665,4.32,3.3
2024-01-09,87.0,2.0,9.783333333333331,22.683333333333334,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,107.0,116,2185,2301,14.616666666666667,0.0,0.0,0.0,0.0
2024-01-05,38.0,0.0,5.516666666666667,3.733333333333333,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,137.0,866,2187,3053,19.25,0.0,0.0,0.0,0.0
2024-01-04,44.0,0.0,6.483333333333333,0.9166666666666666,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,131.0,669,2187,2856,14.883333333333336,0.0,0.0,0.0,0.0
2024-01-03,93.0,3.0,7.55,23.883333333333333,0,6.41,491,34.36666666666667,153.0,175.0,3.2,155.0,192.0,5.366666666666666,4.3,27.0,30.0,23.0,36.0,34.31666666666667,34.36666666666667,33.0,45,172.0,893,2187,3080,16.016666666666666,1.0,34.36666666666667,6.41,3.2
2024-01-02,88.0,2.0,7.516666666666667,0.45,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,112.0,504,2187,2691,16.933333333333334,0.0,0.0,0.0,0.0
